,Sex,Age,Sad - Was this caused by a specific event/s?,Sad - Was this caused by a recent or distant event (or events)?,Sad - Have you recently attempted exercise 10 and found this reignited unmanageable emotions as a result of old events?,Sad - Thank you. Now I will ask some questions to understand your situation.,Sad - Have you strongly felt or expressed any of the following emotions towards someone:,Sad - Do you believe that you should be the saviour of someone else?,"Sad - Do you see yourself as the victim, blaming someone else for how negative you feel?",Sad - Do you feel that you are trying to control someone?,Sad - Are you always blaming and accusing yourself for when something goes wrong?,"Sad - In previous conversations, have you considered other viewpoints presented?",Sad - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Angry - Was this caused by a specific event/s?,Angry - Was this caused by a recent or distant event (or events)?,Angry - Have you recently attempted exercise 10 and found this reignited unmanageable emotions as a result of old events?,Angry - Thank you. Now I will ask some questions to understand your situation.,Angry - Have you strongly felt or expressed any of the following emotions towards someone:,Angry - Do you believe that you should be the saviour of someone else?,"Angry - Do you see yourself as the victim, blaming someone else for how negative you feel?",Angry - Do you feel that you are trying to control someone?,Angry - Are you always blaming and accusing yourself for when something goes wrong?,"Angry - In previous conversations, have you considered other viewpoints presented?",Angry - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Anxious - Was this caused by a specific event/s?,Anxious - Was this caused by a recent or distant event (or events)?,Anxious - Have you recently attempted exercise 10 and found this reignited unmanageable emotions as a result of old events?,Anxious - Thank you. Now I will ask some questions to understand your situation.,Anxious - Have you strongly felt or expressed any of the following emotions towards someone:,Anxious - Do you believe that you should be the saviour of someone else?,"Anxious - Do you see yourself as the victim, blaming someone else for how negative you feel?",Anxious - Do you feel that you are trying to control someone?,Anxious - Are you always blaming and accusing yourself for when something goes wrong?,"Anxious - In previous conversations, have you considered other viewpoints presented?",Anxious - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Happy - That's Good! Let me recommend an exercise you can attempt.,Loving - That's Good! Let me recommend an exercise you can attempt.,Insecure - Was this caused by a specific event/s?,Insecure - Was this caused by a recent or distant event (or events)?,Insecure - Have you recently attempted exercise 10 and found this reignited unmanageable emotions as a result of old events?,Insecure - Thank you. Now I will ask some questions to understand your situation.,Insecure - Have you strongly felt or expressed any of the following emotions towards someone:,Insecure - Do you believe that you should be the saviour of someone else?,"Insecure - Do you see yourself as the victim, blaming someone else for how negative you feel?",Insecure - Do you feel that you are trying to control someone?,Insecure - Are you always blaming and accusing yourself for when something goes wrong?,"Insecure - In previous conversations, have you considered other viewpoints presented?",Insecure - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Disgusted - Was this caused by a specific event/s?,Disgusted - Was this caused by a recent or distant event (or events)?,Disgusted - Have you recently attempted exercise 10 and found this reignited unmanageable emotions as a result of old events?,Disgusted - Thank you. Now I will ask some questions to understand your situation.,Disgusted - Have you strongly felt or expressed any of the following emotions towards someone:,Disgusted - Do you believe that you should be the saviour of someone else?,"Disgusted - Do you see yourself as the victim, blaming someone else for how negative you feel?",Disgusted - Do you feel that you are trying to control someone?,Disgusted - Are you always blaming and accusing yourself for when something goes wrong?,"Disgusted - In previous conversations, have you considered other viewpoints presented?",Disgusted - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Disappointed - Was this caused by a specific event/s?,Disappointed - Was this caused by a recent or distant event (or events)?,Disappointed - Have you recently attempted exercise 10 and found this reignited unmanageable emotions as a result of old events?,Disappointed - Thank you. Now I will ask some questions to understand your situation.,Disappointed - Have you strongly felt or expressed any of the following emotions towards someone:,Disappointed - Do you believe that you should be the saviour of someone else?,"Disappointed - Do you see yourself as the victim, blaming someone else for how negative you feel?",Disappointed - Do you feel that you are trying to control someone?,Disappointed - Are you always blaming and accusing yourself for when something goes wrong?,"Disappointed - In previous conversations, have you considered other viewpoints presented?",Disappointed - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Ashamed - Was this caused by a specific event/s?,Ashamed - Was this caused by a recent or distant event (or events)?,Ashamed - Have you recently attempted exercise 10 and found this reignited unmanageable emotions as a result of old events?,Ashamed - Thank you. Now I will ask some questions to understand your situation.,Ashamed - Have you strongly felt or expressed any of the following emotions towards someone:,Ashamed - Do you believe that you should be the saviour of someone else?,"Ashamed - Do you see yourself as the victim, blaming someone else for how negative you feel?",Ashamed - Do you feel that you are trying to control someone?,Ashamed - Are you always blaming and accusing yourself for when something goes wrong?,"Ashamed - In previous conversations, have you considered other viewpoints presented?",Ashamed - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Guilty - Was this caused by a specific event/s?,Guilty - Was this caused by a recent or distant event (or events)?,Guilty - Have you recently attempted exercise 10 and found this reignited unmanageable emotions as a result of old events?,Guilty - Thank you. Now I will ask some questions to understand your situation.,Guilty - Have you strongly felt or expressed any of the following emotions towards someone:,Guilty - Do you believe that you should be the saviour of someone else?,"Guilty - Do you see yourself as the victim, blaming someone else for how negative you feel?",Guilty - Do you feel that you are trying to control someone?,Guilty - Are you always blaming and accusing yourself for when something goes wrong?,"Guilty - In previous conversations, have you considered other viewpoints presented?",Guilty - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Envious - Was this caused by a specific event/s?,Envious - Was this caused by a recent or distant event (or events)?,Envious - Have you recently attempted exercise 10 and found this reignited unmanageable emotions as a result of old events?,Envious - Thank you. Now I will ask some questions to understand your situation.,Envious - Have you strongly felt or expressed any of the following emotions towards someone:,Envious - Do you believe that you should be the saviour of someone else?,"Envious - Do you see yourself as the victim, blaming someone else for how negative you feel?",Envious - Do you feel that you are trying to control someone?,Envious - Are you always blaming and accusing yourself for when something goes wrong?,"Envious - In previous conversations, have you considered other viewpoints presented?",Envious - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,Jealous - Was this caused by a specific event/s?,Jealous - Was this caused by a recent or distant event (or events)?,Jealous - Have you recently attempted exercise 10 and found this reignited unmanageable emotions as a result of old events?,Jealous - Thank you. Now I will ask some questions to understand your situation.,Jealous - Have you strongly felt or expressed any of the following emotions towards someone:,Jealous - Do you believe that you should be the saviour of someone else?,"Jealous - Do you see yourself as the victim, blaming someone else for how negative you feel?",Jealous - Do you feel that you are trying to control someone?,Jealous - Are you always blaming and accusing yourself for when something goes wrong?,"Jealous - In previous conversations, have you considered other viewpoints presented?",Jealous - Are you undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,All emotions - From what you have said I believe you are feeling {}. Is this correct?,All emotions - I am sorry. Please select from the emotions below the one that best reflects what you are feeling:,All emotions - Thank you for taking part. See you soon,"All emotions - Here are my recommendations, please select the exercise that you would like to attempt","All emotions - Please try to go through this exercise now. When you finish, press 'continue'",All emotions - Do you feel better or worse after having taken this exercise?,All emotions - Would you like to attempt another exercise? (Patient feels better),All emotions - Would you like to attempt another exercise? (Patient feels worse)
109,Female,50-59,,,,,,,,,,,,,,,,,,,,,,,"I can see you're feeling anxious. Has something happened that has you feeling this way? <0.5, 0.16>","Did this happen recently or was it some time ago? <0.0, 0.18>","Have you recently tried exercise 10 and found the emotions you uncovered hard to handle? <0.0, 0.02>","Thank you for sharing all that with me. If you don't mind I'm now going to ask you a few questions so I can further understand your situation. <0.5, 0.45>","Could you tell me if you have ever felt or shown strongly these emotions towards anyone else: <0.5, 0.08>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Here's what I recommend. Please feel free to choose the exercise that you'd like to try. <0.5, 0.29>","Great, why don't you have a go at going through this exercise now. When you're finished, please press ""continue"". <0.5, 0.15>","Having done the exercise, can you tell me if you're feeling better or worse? <0.5, 0.33>","That's great, I'm glad it's helped. Would you like to try another exercise? <1.0, 0.28>","I'm sorry that hasn't helped. Would you like to try another exercise? <1.0, 0.17>"
110,Male,30-39,,,,,,,,,,,,,,,,,,,,,,,"I understand that feelings of anxiety can be terrible. Is there something in particular that is making you feel this way? <0.0, 0.19>","Are these feelings being caused by a recent event or have you felt this way before due to a more distant event? <0.0, 0.07>","I understand that events in your past can bring up strong emotions. Have these feelings been reignited because of an attempt at exercise 10? <0.0, 0.06>","Thank you for sharing your feelings with me. To understand your situation I would now like, with your permission, to ask you some questions. <1.0, 0.33>","Do you feel these feelings of anxiety could be caused by any other emotions towards someone, for example: <0.0, 0.06>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I have some recommendations for exercises that could help your situation. Would you like to choose which you feel would be the best fit for you? <0.5, 0.14>","I understand that this exercise may be challenging but could you please try to complete it. If you manage to complete it, press 'continue' and I'll ask you a few follow-up questions. <0.5, 0.21>","Thank you, I know that might have been demanding. Has the exercise made you feel better or worse than before? <0.0, 0.14>","That's fantastic! Would you feel comfortable attempting another exercise? <1.0, 0.04>","I'm very sorry to hear that. Would you be up to attempting another exercise? <1.0, 0.1>"
111,Male,25-29,,,,,,,,,,,,,,,,,,,,,,,"I understand you're not feeling the best at the moment. Do you think the way you're feeling is related any particular incident? <0.5, 0.15>","I know it can be hard to talk about these things, so thank you for opening up to me. Do you want to tell me a little more about when this incident happened, was it a recent incident or something in the past? <0.5, 0.43>","In some cases exercise 10 can be useful to look back at a particularly traumatic event, but this can sometimes trigger a troublesome emotional response. Have you used exercise 10 before, and did it cause you to have any unmanageable emotions? <0.0, 0>","Thank you for sharing, I know it can be difficult sometimes. Can we talk a little bit more about your current personal circumstances? <1.0, 0.4>","When we don't feel ourselves sometimes we can take it out on the people around us. Have you intensely felt or expressed any of the following emotions towards anyone in your life: <0.0, 0.17>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Now that we have all the relevant information, I would like to suggest some exercises to you that I think would have a positive impact. You can choose whichever exercise resonates with you the most. <0.5, 0.28>","Great, now I would like you to try to complete this exercise. Take your time and when you get to the end just press 'continue'. <0.5, 0.2>","Now that you've finished let's talk about how you're feeling now. Do you feel more positive or less positive? <0.0, 0.34>","Great, this is a step in the right direction. I think it would be a good Idea to try another exercise, what do you think? <0.0, 0.41>","Don't worry if you're feeling worse, that can happen but we can still fix it. Shall we try a different exercise and see how you feel after that? <0.5, 0.12>"
112,Female,40-49,,,,,,,,,,,,,,,,,,,,,,,"I hear that you are feeling anxious. Is there anything that has happened that might be causing you to feel this way? <0.0, 0.37>","I'm sorry to hear that, I hope you don't mind sharing with me when it happened. Was it recent or distant? <1.0, 0.16>","I wonder if something may have reignited this feeling now. Have you tried to remember or revist this event and felt anxious as a result? <0.0, 0.09>","Thank you for sharing. I'd like to ask you some questions so I can understand a bit more. <1.0, 0.58>","Could you share with me whether you have strongly felt any of the following emotions: <0.5, 0.16>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I've got a few recommendations that might be useful to you. Can you let me know which exercise you'd like to try? <0.5, 0.38>","Great, could you please give this a go now? You just need to remember to press 'continue' when you finish. <0.5, 0.28>","I'd like to ask you about how that went. Has it made you feel any better, or has it had the opposite effect? <0.0, 0.55>","Would you like to see if any of the others are just as helpful? <0.0, 0.29>","Would you like to try something different that might be a better fit? <0.0, 0.32>"
113,Female,30-39,,,,,,,,,,,,,,,,,,,,,,,"I'm so sorry you're feeling this way. I know this may be difficult to talk about, but was there a specific event that caused this? <1.0, 0.45>","Did it happen recently, or is this a past event that's still affecting you? <0.0, 0.23>","Revisiting traumatic events by attempting exercise 10 can bring up negative and unmanageable emotions. Have you attempted to revisit the event by taking exercise 10 and felt bad as a result? <0.0, 0>","Thank you for sharing with me, you're doing well. Do you mind if I ask you some more questions so that I can understand your situation better? <0.5, 0.53>","Feeling strong emotions towards others is quite normal, I'm not here to judge you for it. Have you felt or expressed any of the following emotions towards others: <0.5, 0.01>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I'd like to recommended some exercises that I think will be well suited to your situation. Please select the  exercise you'd like to attempt. <0.5, 0.0>","Please begin this exercise when you're ready. When you're finished, press 'continue'. <0.5, 0.24>","How do you feel after completing this exercise, better or worse? <0.0, 0.1>","I'm glad the exercise was able to help. Would you like to attempt another? <0.5, 0.11>","I'm sorry that this exercise wasn't able to help you. Would you like to attempt another? <1.0, 0.19>"
114,Female,50-59,,,,,,,,,,,,,,,,,,,,,,,"Is there anything in particular that you can recall that may be contributing to you feeling that way? <0.0, 0.31>","Was this event a long time ago? Or perhaps something that happened more recently to you? <0.0, 0.28>","Have you attempted exercise 10 to think back to this event, and if you have, was it emotionally draining to remember the event? <0.0, 0.03>","Your responses have been so helpful to my understanding. I would like very much though to understand more, so I have a few more questions if that's ok with you? <0.5, 0.15>","Have you strongly felt or expressed any of the following emotions towards someone else that you are aware of: <0.0, 0.15>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"There are a number of options that you can choose to have a go with, so I have more than one recommendation. Perhaps you could select an exercise that you feel like working with now. <0.5, 0.24>","Now that you have made your choice, please follow the exercise and I hope you'll enjoy it. Once you have worked through it, you will want to press the 'continue' button. <0.5, 0.45>","Thank you. It would be very helpful if you could indicate whether this activity has made you feel better or worse than you did before starting. <0.5, 0.36>","That's really good, well done. You have an option to select another exercise to work through, if you would like to. <0.5, 0.2>","Sorry to hear it, well done for getting through it. If you would like to try another exercise to see if this suits you better, there are other options for you. <1.0, 0.22>"
115,Male,25-29,,,,,,,,,,,,,,,,,,,,,,,"Oh no, sorry to hear it. Is it something that has happened that triggered these feelings? <1.0, 0.17>","The cause of this anxiety, is it perhaps something that has happened in the past few days or does it feel more distant? <0.0, 0.16>","By any chance, was a recent attempt at exercise 10 the trigger of these feelings, if I may ask? <0.0, 0.05>","I am glad you were able to open up to me. I hope we could delve in further to this matter. <1.0, 0.24>","Other than what you've mentioned are any of these feelings also involved in what you've been experiencing recently: <0.0, 0.08>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I have a few options for you. Please tell me which exercise you think would be best for you. <0.5, 0.45>","That's great. Could you please follow this exercise now and hit 'continue' when you're done. <0.5, 0.17>","Could you please express how you feel now that you've gone through this exercise? <0.0, 0.22>","Nice, I'm really glad! Would you be willing to try another exercise as well? <1.0, 0.23>","Would you be willing to try another exercise that might work better? <0.5, 0.2>"
116,Female,40-49,,,,,,,,,,,,,,,,,,,,,,,"That can be rough. Do you think it might be linked to something that's happened? <0.0, 0.19>","Ah, I see. Is this something that's happened recently or a while ago? <0.0, 0.27>","Sometimes bad feelings may come back because something happens to bring them up again. Have you tried exercise 10 recently, and had trouble distancing yourself from the negative feelings that arose thinking about the past? <0.0, 0.04>","I'm so glad you shared that with me, it really helps me understand better. I'd like to ask some more questions now to carry on that journey. <1.0, 0.28>","Feeling anxious can be mixed up with other emotions too, and I'd like to see if you recognise any of the ones in this list, or if they seem familiar to you. Have you experienced any of the following emotions strongly before: <0.5, 0.18>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"So I have some exercises to suggest that I think will work well for you; there are a few recommendations here, so take a look. Which exercise do you think would be a good fit for you? <0.5, 0.24>","Thank you. Have a go at working through this exercise now and we'll see if it helps. Press 'continue' when you are finished and we will talk some more. <0.5, 0.24>","Thanks for doing that. Has it made a difference, and if so do you feel better now, or worse? <0.5, 0.32>","That's a good start. Would you like to continue with another of the exercises I suggested? <0.5, 0.21>","I'm sorry it wasn't a good fit right now, we might have to try a few ideas before we find our way. Are you ready to try another now? <1.0, 0.18>"
117,Female,30-39,,,,,,,,,,,,,,,,,,,,,,,"I'm sorry to hear you are feeling anxious. Did something happen to trigger these anxious feelings? <1.0, 0.05>","Would you like to tell me what event triggered these feelings, was it a recent one or a distant one in the past? <0.5, 0.12>","Thank you for sharing this with me. Can I ask, have you discussed this past event recently or attempted to relive it and may that have caused you some discomfort or brought up some negative emotions? <0.5, 0.14>","I really appreciate you sharing your feelings with me. If you feel comfortable to continue, I would like to ask you some questions to understand your situation a little more. <1.0, 0.33>","Have you expressed or felt any of these negative emotions towards yourself or others in the past: <0.0, 0.18>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The following exercises I feel would be of benefit to you. You can select the one you think suits you best at this moment. <0.5, 0.2>","Please try the exercise now. When you are happy to proceed with our conversation, please press 'continue'. <0.5, 0.06>",,"Great! Do you feel like attempting another exercise? <0.0, 0.05>","I am sorry to hear that you feel worse. Do you feel like attempting another exercise, perhaps? <1.0, 0.04>"
118,Male,18-24,,,,,,,,,,,,,,,,,,,,,,,"That's unfortunate. Did anything in particular happen to make you feel this way? <1.0, 0.2>","Did this thing happen recently or is it something in the past? <0.0, 0.18>","Have you already tried revisiting this event only to find doing so brought back strong negative emotions? <0.0, 0.06>","Thank you for sharing this with me, I understand things like this can be difficult to open up about. I want to help, and in order to do so, I'll need to ask some questions about your situation. <0.5, 0.52>","Thank you for staying with me on this. In the past, have you ever felt or acted on any of the following emotions towards someone: <0.5, 0.25>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In light of what you've told me, here are some exercises that we can try. Please select any that you feel like going through now. <0.5, 0.17>","Alright, let's try this out. When you're done, please press 'continue'. <0.5, 0.43>","How do you feel now after going through the exercise, better or worse? <0.0, 0.16>","Great, happy to hear that! Do you want to try another exercise? <1.0, 0.18>","I'm sorry to hear that. Do you want to try a different exercise to see if it works better? <1.0, 0.43>"
119,Female,40-49,,,,,,,,,,,,,,,,,,,,,,,"Is there something in particular that is causing you to feel this way? <0.0, 0.47>","Is this something that has happened more recently or in the past? <0.0, 0.33>","I can see why you may be feeling anxious. Do you think attempting exercise 10 could have reignited these unmanageable emotions? <0.0, 0.08>","I'd really like to help. If you don't mind, I'd like to ask some further questions. <0.5, 0.46>","Do you remember if you have strongly felt or expressed any of the following emotions recently toward someone: <0.0, 0.08>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Here are some exercise suggestions that you could try today. I'd like you to choose the exercise you would like to attempt. <0.5, 0.13>","Please go through the exercise, taking your time. Once you have finished, press 'continue'. <0.5, 0.2>","How are you feeling now you have completed the exercise, if I may ask? I hope you feel better, but it's ok if you feel worse, just tell me and I'll try to help. <0.5, 0.25>","That is nice to hear. Would you like to try another exercise while you're feeling better? <1.0, 0.21>","That is not ideal, but please do not give up, it is normal that some exercises can stir up some negative feelings sometimes. Would you like to attempt another exercise at this time? <0.5, 0.09>"
120,Female,30-39,,,,,,,,,,,,,,,,,,,,,,,"If you feel comfortable sharing, could you tell me if that feeling comes from something specific that happened? <0.0, 0.05>","Is this something that happened recently, or something from the past that's still on your mind? <0.0, 0.29>","Have you recently tried exercise 10 and found that it brought all those bad feelings back? <0.0, 0.07>","Thank you for sharing, I know that can't have been easy for you. If it's OK, I'd like to talk about your situation a bit more so I can understand where you're coming from. <0.5, 0.56>","I expect you have a lot of strong feelings as a result of your situation. Have you been feeling any of the following emotions, either on the inside, or expressed them towards another person: <0.5, 0.13>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I have some recommendations for you. Please take a look and choose any exercise that you'd like to try. <0.5, 0.35>","OK, you can go ahead and try that now. When you've finished, you can press 'continue'. <0.5, 0.35>","Has this exercise changed how you feel, either for better or worse? <0.0, 0.08>","That's great! Would you like to try another one now? <0.5, 0.3>","Would you like to try again with a different one? <0.0, 0.24>"
121,Male,60-69,,,,,,,,,,,,,,,,,,,,,,,"I hope you can cope. Do you mind if I ask you whether a particular event or issue has caused your anxiety? <0.5, 0.17>","Did this event happen recently or is it something that has been on your mind for some time? <0.0, 0.32>","I appreciate that it can be difficult to overcome negative thoughts from the past. Has trying out exercise 10 recently jogged your memory and caused you anxiety by making you recall this event? <0.0, 0.06>","I am more than happy to listen to your concerns and sharing your feelings with me. Would you like to talk some more so that I can provide some useful suggestions to you? <0.5, 0.38>","Sometimes anxiety may cause a lack of trust in people, anger towards others or wanting to seek revenge. Do you feel that your anxiety may have caused you to feel any of these other emotions: <0.0, 0>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"There are various exercises that I would definitely recommend. Please select the one which you think is best suited for you. <0.5, 0.27>",,"How do you feel now? I hope that it will have been of benefit to you. <0.5, 0.41>","That's very good to hear. Would you like to continue and pick another exercise? <1.0, 0.13>","I am so sorry that it has not worked out for you, however there are other choices that I could recommend. Would you like to try another?  <1.0, 0.31>"
122,Male,25-29,,,,,,,,,,,,,,,,,,,,,,,"Oh, that's not good. Is this to do with any particular event that has occurred? <0.0, 0.24>","Ok I see, please tell me more about it. When did this happen, recently or a while ago? <0.5, 0.24>","exercise 10 can be of great help but I know that it can also sometimes cause unwanted stress. Have you given exercise 10 a go recently and found yourself too distressed after taking it? <0.0, 0>","Thanks for sharing all this with me. Do you mind if we move on and work through this together? <0.5, 0.29>","Have you experienced any of these strong feelings or emotions towards anybody recently: <0.0, 0.06>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I've had a think at what might suit you best. If you take a look at the options and let me know which exercise you would like to attempt, that would be great. <0.5, 0.2>","Give this exercise your best go, take your time. When you've finished, press 'continue'. <0.5, 0.1>","Thanks. How do you feel after taking this exercise? I hope you feel better now but it's ok if you think you feel worse. <0.5, 0.1>","That's great! Would you like to take another exercise? <0.5, 0.11>","That's completely normal to feel this way, you are not on your own with this. Would you like to try a different exercise to see if it makes you feel any better? <0.5, 0.26>"
123,Female,18-24,,,,,,,,,,,,,,,,,,,,,,,"I'm sorry you're not feeling great. Has anything happened to make you feel this way? <1.0, 0.23>","How long ago did this happen, was it recent or distant? <0.0, 0.13>","exercise 10 can at times have quite negative effects on people. Have you attempted exercise 10, and has it affected you negatively? <0.0, 0>","Thanks so much for telling me. If you don't mind, I'll ask you a few questions so I can better understand what's happening. <0.5, 0.7>","I'm going to ask you now about some other negative emotions. Can you tell me if you've recently felt any of these emotions towards someone: <0.5, 0.14>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"These are my recommendations. Please tell me which exercise you'd like to try. <0.5, 0.27>","Great! Now could you please try to go through this exercise and press 'continue' when you're finished. <0.5, 0.15>","Has this exercise made you feel better or worse? <0.0, 0.13>","That's wonderful! Would it make you feel even better to attempt another exercise? <1.0, 0.09>","I'm sorry to hear that. Would you like to attempt another exercise instead? <1.0, 0.17>"
124,Male,40-49,,,,,,,,,,,,,,,,,,,,,,,"Did something happen to you? <0.0, 0.5>","I'm sorry to hear it. When did this happen, recently or a while back? <1.0, 0.18>","I know this is hard, so thank you for sharing with me. Did trying exercise 10, if you have, reignite this bad feeling for you? <1.0, 0.08>","I'm here for you, thanks for sharing with me. Do you mind if I ask you some more questions? <0.5, 0.46>","Have you felt something like the following toward someone else: <0.0, 0.06>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Here's some exercises I'd like to recommend. Feel free to pick which exercise you'd like to try. <0.5, 0.23>","Give it a go now, please. When you're done, just hit 'continue'. <0.5, 0.28>","How are you feeling now? I hope it did help. <0.5, 0.3>","Great! Would you like to also try a different one? <0.0, 0.23>","I'm sorry it did not work for you. How about we try a different one? <1.0, 0.36>"
125,Female,40-49,,,,,,,,,,,,,,,,,,,,,,,"Is this because of of something that happened? <0.0, 0.08>","When did this happen, was it recently or a while ago? <0.0, 0.24>","Have you tried exercise 10 and has it felt too intense? <0.0, 0.04>","Thank you. I'd like to ask some questions now, so that I understand your situation. <1.0, 0.43>","Have you felt any of these emotions strongly toward someone: <0.0, 0.03>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I can recommend some exercises that might help. Feel free to choose from these exercises the one you prefer. <0.5, 0.08>","You can give this this exercise a try now, and when you are ready to continue, you can select 'continue'. <0.0, 0.15>","Has the exercise helped you to feel better, or do you feel worse? <0.0, 0.1>","I'm really glad you feel better. Maybe you're ready to try another exercise? <1.0, 0.13>","I'm so sorry. There may be a better exercise if you'd like to try another one? <1.0, 0.19>"
126,Male,25-29,,,,,,,,,,,,,,,,,,,,,,,"I think it might help if we talk about what caused you to feel like this. Was it a specific event that distressed you? <0.5, 0.21>","Okay thank you, I'm glad you're comfortable talking about this. Was this event that caused your anxiety recent or a while ago? <1.0, 0.11>","Dealing with past traumas can be really tough, I appreciate your courage. May I ask if you have attempted exercise 10, but found it too tough? <0.5, 0.05>","I really appreciate you being open with me. I still have some questions if you don't mind. <0.5, 0.35>","Everyone deals with so many emotions throughout the day, and not all of them are positive. I want to ask you if you have recently felt any of these emotions in particular: <0.5, 0.26>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I have a few ideas on some exercises that I think would really benefit you. Which one would you like to try? <0.5, 0.28>","I think you picked a good one, please give it your best shot. Just hit 'continue' when you finish and we can pick up from where we left off. <0.5, 0.2>","Now, it's perfectly normal to feel either better or worse immediately after doing this. How would you say you feel after completing the exercise? <0.0, 0.14>","Thats great. I have a couple more exercises that should help too if you are interested? <0.5, 0.11>","That is perfectly normal, although of course I wish it had been a more positive experience for you. How about we try one more? <0.5, 0.19>"
127,Male,18-24,,,,,,,,,,,,,,,,,,,,,,,"What has made you feel like this, if you don't mind telling me, was it a specific event? <0.5, 0.25>","Did this happen recently, or is it a memory from the distant past? <0.0, 0.2>","Have you tried exercise 10 and found that it did not have a good outcome? <0.0, 0.17>","Thanks. I'd like to ask you some more questions now, if you let me. <0.5, 0.46>","Have you felt any of the following about one or more people: <0.0, 0.13>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Here's some exercise recommendations for you that I think may help. Choose whichever exercise you feel is best <0.0, 0.09>","Please try finishing the exercise in your own time. When you're done with it, please come back and hit 'continue', so we can assess how that went. <0.5, 0.11>","Do you feel better now after following the exercise? <0.0, 0.1>","Great. Would you like to do another one? <0.5, 0.41>","Ah, that's not good, maybe a different choice would be better. Would you like to do another one? <0.5, 0.26>"
